date,inflation_rate,unemployment_rate,federal_funds_rate,market_yield_10_rate,ppi_rate,gdp_pc1,gdp_invest_pc1,sp500_yoy,consumer_senti_pc1,means_0,means_1,means_2,means_3,means_4,means_5,means_6,means_7,means_8,hidden_states
1977-10-01,6.39033,6.8,6.47,7.52,5.97738,5.01327,14.85331,-0.0799498997895591,-2.98851,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1977-11-01,6.71256,6.8,6.51,7.58,6.12903,5.01327,14.85331,-0.0682866573239425,-2.98851,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1977-12-01,6.67808,6.4,6.56,7.69,5.92,5.01327,14.85331,-0.1035767020083922,-3.2147,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1978-01-01,6.81431,6.4,6.7,7.96,6.36943,4.11411,11.90714,-0.1306557614189691,-3.2147,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1978-02-01,6.23946,6.3,6.78,8.03,6.29921,4.11411,11.90714,-0.1186710128950792,-3.2147,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1978-03-01,6.37584,6.3,6.79,8.04,6.24025,4.11411,11.90714,-0.1168347446007629,-8.09313,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1978-04-01,6.5,6.1,6.89,8.15,6.31741,6.07793,11.20332,-0.0640030402963665,-8.09313,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1978-05-01,7.14286,6.0,7.36,8.35,6.59509,6.07793,11.20332,-0.0136512386460595,-8.09313,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1978-06-01,7.43802,5.9,7.6,8.46,7.69231,6.07793,11.20332,-0.0163577230342822,-11.91011,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1978-07-01,7.73026,6.2,7.81,8.64,8.14132,5.24703,8.93098,-0.0298060229660974,-11.91011,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1978-08-01,7.85597,5.9,8.04,8.41,8.30769,5.24703,8.93098,0.0631380014345941,-11.91011,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1978-09-01,8.48287,6.0,8.45,8.42,8.72894,5.24703,8.93098,0.0792313301914067,-11.13744,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1978-10-01,8.92857,5.8,8.96,8.64,9.45122,6.65956,14.31777,0.0730120221564292,-11.13744,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1978-11-01,8.87097,5.9,9.76,8.81,9.57447,6.65956,14.31777,0.0045203030404197,-11.13744,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1978-12-01,8.98876,6.0,10.03,9.01,9.81873,6.65956,14.31777,0.024376586661035,-13.85902,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1979-01-01,9.2504,5.9,10.07,9.1,10.47904,6.51045,12.31866,0.1047703948336058,-13.85902,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1979-02-01,9.84127,5.9,10.06,9.1,10.96296,6.51045,12.31866,0.1040087981491602,-12.33689,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1979-03-01,10.25237,5.8,10.09,9.12,11.3069,6.51045,12.31866,0.1271423686415302,-13.19797,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1979-04-01,10.48513,5.8,10.01,9.18,11.44928,2.6567,5.37338,0.1009109090833382,-19.11765,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1979-05-01,10.69767,5.6,10.24,9.25,11.51079,2.6567,5.37338,0.0237696328204506,-17.85283,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1979-06-01,11.07692,5.7,10.29,8.91,11.42857,2.6567,5.37338,0.0416314239858945,-17.75,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1979-07-01,11.45038,5.7,10.47,8.95,12.5,2.38945,0.66594,0.0567834802583295,-26.69903,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1979-08-01,11.83612,6.0,10.94,9.03,13.06818,2.38945,0.66594,0.0330474297927572,-17.72959,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1979-09-01,11.8797,5.9,11.43,9.33,13.94366,2.38945,0.66594,0.0456381596423736,-17.0398,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1979-10-01,12.07154,6.0,13.77,10.3,14.3454,1.28409,-3.35474,0.038668393049728,-21.68979,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1979-11-01,12.59259,5.9,13.18,10.65,14.56311,1.28409,-3.35474,0.0945447358349265,-15.6,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1979-12-01,13.25479,6.0,13.78,10.39,14.71802,1.28409,-3.35474,0.121410917908707,-7.71558,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1980-01-01,13.86861,6.3,13.82,10.8,15.44715,1.42055,-4.17492,0.1119620895361894,-7.07351,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1980-02-01,14.16185,6.3,14.13,12.41,16.02136,1.42055,-4.17492,0.174179161505521,-9.47226,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1980-03-01,14.59227,6.3,17.19,12.75,15.43536,1.42055,-4.17492,0.0456878836198502,-17.39766,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1980-04-01,14.58924,6.9,17.61,11.47,14.17425,-0.77507,-12.24375,0.0088243604055704,-20.15152,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1980-05-01,14.42577,7.5,10.98,10.18,13.93548,-0.77507,-12.24375,0.0798830842028108,-24.08223,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1980-06-01,14.26593,7.6,9.47,9.78,13.71795,-0.77507,-12.24375,0.1260134465954219,-10.79027,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1980-07-01,13.15068,7.8,9.03,10.25,14.01515,-1.62375,-16.63178,0.1666932254821012,3.1457,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1980-08-01,12.89009,7.7,9.61,11.1,14.94975,-1.62375,-16.63178,0.1503462026235316,4.34109,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1980-09-01,12.76882,7.5,10.87,11.51,13.34981,-1.62375,-16.63178,0.1649685225607513,10.49475,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1980-10-01,12.63298,7.5,12.81,11.75,13.03289,-0.03905,-7.21564,0.2464625805942677,20.77295,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1980-11-01,12.63158,7.5,15.85,12.68,12.83293,-0.03905,-7.21564,0.3085998158546816,21.16904,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1980-12-01,12.35371,7.2,18.9,12.84,12.47002,-0.03905,-7.21564,0.2385241864651637,5.7377,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1981-01-01,11.79487,7.5,19.08,12.57,11.73709,1.6,2.07025,0.1993135550064078,6.56716,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1981-02-01,11.39241,7.4,15.93,13.19,10.58688,1.6,2.07025,0.1131990434597096,0.0,7.1815693477344285,5.717385304155073,7.799294484332164,7.700505713962988,9.18870267040585,2.070407598541575,-0.4769781793405891,-0.009690223004487686,-10.53459124230144,2
1981-03-01,10.61174,7.4,14.7,13.12,10.85714,1.6,2.07025,0.2722308339968631,17.69912,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1981-04-01,10.13597,7.2,15.72,13.68,11.61731,2.96867,6.93216,0.3055450014167815,37.3814,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1981-05-01,9.79192,7.5,18.52,14.1,11.32503,2.96867,6.93216,0.2231568266718164,47.58221,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1981-06-01,9.69697,7.5,19.1,13.47,11.04848,2.96867,6.93216,0.1547933559785632,24.53152,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1981-07-01,10.77482,7.2,19.04,14.28,9.63455,4.32572,20.9414,0.0775664494586647,18.94061,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1981-08-01,10.81731,7.4,17.82,14.94,8.19672,4.32572,20.9414,0.0496601001954377,14.71025,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1981-09-01,10.96544,7.6,15.87,15.32,7.74264,4.32572,20.9414,-0.0651510155928227,-0.81411,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1981-10-01,10.27155,7.9,15.08,15.15,6.57328,1.29983,6.7344,-0.0800481660284792,-6.26667,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1981-11-01,9.57944,8.3,13.31,13.39,6.00858,1.29983,6.7344,-0.0938778180904957,-18.51369,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1981-12-01,8.91204,8.5,12.37,13.72,5.33049,1.29983,6.7344,-0.072586605499393,-0.31008,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1982-01-01,8.25688,8.6,13.22,14.59,4.72689,-2.19052,-11.54845,-0.1179944222203835,-0.56022,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1982-02-01,7.61364,8.9,14.78,14.43,3.85016,-2.19052,-11.54845,-0.1082594615572373,-0.59791,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1982-03-01,6.88488,9.0,14.68,13.86,2.68041,-2.19052,-11.54845,-0.1677578255741589,-6.76692,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1982-04-01,6.62177,9.3,14.94,13.87,1.63265,-1.01075,-7.7942,-0.1347972606587639,-9.53039,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1982-05-01,6.91193,9.4,14.45,13.62,1.52594,-1.01075,-7.7942,-0.1167110833839818,-11.53342,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1982-06-01,7.18232,9.6,14.15,14.3,1.52284,-1.01075,-7.7942,-0.1707014648911268,-10.12312,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1982-07-01,6.55738,9.8,12.59,13.95,1.41414,-2.55604,-13.51371,-0.1529575441393272,-11.74089,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1982-08-01,5.96529,9.8,10.12,13.06,1.31313,-2.55604,-13.51371,-0.1541173537522174,-15.28497,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1982-09-01,4.94092,10.1,10.31,12.34,1.21457,-2.55604,-13.51371,0.0352061019035168,-5.19836,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1982-10-01,5.03212,10.4,9.71,10.91,1.31446,-1.44318,-17.28626,0.1073705708922561,4.40967,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1982-11-01,4.47761,10.8,9.2,10.55,1.51822,-1.44318,-17.28626,0.1235072819033371,15.36,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1982-12-01,3.82572,10.8,8.95,10.54,1.72065,-1.44318,-17.28626,0.1257880745717308,11.8196,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1983-01-01,3.70763,10.4,8.68,10.46,0.5015,1.43147,-5.47978,0.2301453553390247,-0.84507,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1983-02-01,3.48469,10.4,8.51,10.72,0.7014,1.43147,-5.47978,0.2821215146463431,12.18045,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1983-03-01,3.59029,10.3,8.77,10.51,0.80321,1.43147,-5.47978,0.3702051860239099,30.32258,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1983-04-01,4.0,10.2,8.8,10.4,0.80321,3.26848,2.96932,0.3559958194497898,36.03053,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1983-05-01,3.44108,10.1,8.63,10.38,1.002,3.26848,2.96932,0.4103387448042244,38.22222,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1983-06-01,2.47423,10.1,8.98,10.85,1.0,3.26848,2.96932,0.5166138407981211,40.33486,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1983-07-01,2.35897,9.4,9.37,11.38,0.89641,5.73697,10.42785,0.526385869212479,41.89602,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1983-08-01,2.4565,9.5,9.56,11.85,1.49551,5.73697,10.42785,0.4812202854887686,38.99083,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1983-09-01,2.76356,9.2,9.45,11.65,2.0,5.73697,10.42785,0.3653183551304264,29.72583,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1983-10-01,2.75229,8.8,9.48,11.54,1.99601,7.89966,31.32167,0.2637847216771638,21.66213,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1983-11-01,3.16327,8.5,9.34,11.69,1.79462,7.89966,31.32167,0.1964504842663006,26.35229,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1983-12-01,3.7871,8.3,9.47,11.83,1.79104,7.89966,31.32167,0.179423479132458,31.0153,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1984-01-01,4.29009,8.0,9.56,11.67,2.69461,8.57805,39.19067,0.1533662754071398,42.1875,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1984-02-01,4.69388,7.8,9.59,11.84,2.68657,8.57805,39.19067,0.0712117559956824,30.563,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1984-03-01,4.89297,7.8,9.91,12.32,3.48606,8.57805,39.19067,0.0366226253195332,25.0,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1984-04-01,4.55466,7.7,10.29,12.63,3.58566,7.99653,32.02498,-0.0007006511770847,7.85634,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1984-05-01,4.33468,7.4,10.32,13.41,3.27381,7.99653,32.02498,-0.0459863849240714,5.14469,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1984-06-01,4.32596,7.2,11.06,13.56,2.9703,7.99653,32.02498,-0.0796081190632898,3.57918,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1984-07-01,4.30862,7.5,11.23,13.36,2.86278,6.90073,26.93489,-0.095075218937696,4.09483,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1984-08-01,4.2957,7.5,11.64,12.72,1.96464,6.90073,26.93489,0.0123326639964673,9.0209,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1984-09-01,4.28287,7.3,11.3,12.52,1.37255,6.90073,26.93489,-0.0062685077520585,12.23582,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1984-10-01,4.26587,7.4,9.99,12.16,1.17417,5.57564,14.18056,-0.01691331734102,7.83875,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1984-11-01,4.1543,7.2,9.43,11.57,1.56709,5.57564,14.18056,0.0062999887392305,5.0494,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1984-12-01,4.04339,7.3,8.38,11.5,1.17302,5.57564,14.18056,0.0006605349804491,-1.38004,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1985-01-01,3.52595,7.3,8.35,11.38,0.48591,4.55482,1.26339,0.0313707617905081,-4.0959,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1985-02-01,3.60624,7.2,8.5,11.51,0.0969,4.55482,1.26339,0.1502967308684504,-3.79877,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1985-03-01,3.79009,7.2,8.58,11.86,-0.76997,4.55482,1.26339,0.1396185857418843,-7.22772,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1985-04-01,3.5818,7.3,8.27,11.43,-0.67308,3.68399,-0.25554,0.1460460159404923,-1.56087,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1985-05-01,3.57488,7.2,7.97,10.85,-0.57637,3.68399,-0.25554,0.1810796296379653,-6.42202,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1985-06-01,3.66442,7.4,7.53,10.16,-0.67308,3.68399,-0.25554,0.2335431456781411,1.04712,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1985-07-01,3.45821,7.4,7.88,10.31,-0.95969,4.26242,-3.03386,0.2744702888550199,-2.69151,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1985-08-01,3.35249,7.1,7.9,10.33,-1.05973,4.26242,-3.03386,0.1452704559263153,-6.76085,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1985-09-01,3.24737,7.1,7.92,10.37,-1.25725,4.26242,-3.03386,0.108921040714073,-8.72151,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1985-10-01,3.23501,7.1,7.99,10.24,-0.48356,4.18246,1.8613,0.1296075071424982,-8.20353,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1985-11-01,3.51377,7.0,8.05,9.78,-0.2893,4.18246,1.8613,0.1874856433875076,-5.01567,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1985-12-01,3.79147,7.0,8.27,9.26,0.09662,4.18246,1.8613,0.2600779296941682,1.07643,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1986-01-01,3.97351,6.7,8.14,9.19,-0.19342,4.14611,4.70218,0.2131622943143842,-0.41667,5.043741632397014,7.968384515480856,7.419551069224584,9.269022683848776,4.2601198839758165,4.340921969794564,10.16515478482149,0.16424824605640584,13.28064195586579,1
1986-02-01,3.19849,7.2,7.86,8.7,-1.54889,4.14611,4.70218,0.2127350526737699,2.34792,2.6436935413744047,5.584804124573001,3.603667019335759,4.979465999524572,2.474638693879115,3.2452468316211163,6.444654291287848,0.1530684004193951,3.4043290784092353,0
1986-03-01,2.15356,7.2,7.48,7.78,-2.71581,4.14611,4.70218,0.2948779556250054,1.49413,2.6436935413744047,5.584804124573001,3.603667019335759,4.979465999524572,2.474638693879115,3.2452468316211163,6.444654291287848,0.1530684004193951,3.4043290784092353,0
1986-04-01,1.58879,7.1,6.99,7.3,-3.5818,3.702,1.1514,0.3175152922678532,1.69133,2.6436935413744047,5.584804124573001,3.603667019335759,4.979465999524572,2.474638693879115,3.2452468316211163,6.444654291287848,0.1530684004193951,3.4043290784092353,0
1986-05-01,1.6791,7.2,6.85,7.71,-3.38164,3.702,1.1514,0.2896712919360393,3.26797,2.6436935413744047,5.584804124573001,3.603667019335759,4.979465999524572,2.474638693879115,3.2452468316211163,6.444654291287848,0.1530684004193951,3.4043290784092353,0
1986-06-01,1.76744,7.2,6.92,7.8,-3.29138,3.702,1.1514,0.2986442378839418,2.90155,2.6436935413744047,5.584804124573001,3.603667019335759,4.979465999524572,2.474638693879115,3.2452468316211163,6.444654291287848,0.1530684004193951,3.4043290784092353,0
